Date,Open,High,Low,Close,Adj_close,Volume,Normalized_sentiment
,185.27999878,188.78999329,183.17999268,183.94000244,183.94000244,10978500,0.5
,220.0,230.99000549,217.32000732,229.69999695,229.69999695,9147300,0.5
,216.42999268,221.72999573,213.69999695,221.30999756,221.30999756,2844200,0.5
,259.05999756,263.27999878,254.53999329,259.58999634,259.58999634,6200000,0.5
,257.70001221,260.0,254.11999512,257.89001465,257.89001465,6432800,0.5
,150.10333252,152.19000244,147.5,149.62666321,149.62666321,107017200,0.5
,274.57998657,281.07000732,274.1166687,281.0100098,281.0100098,56773800,0.5
,27.67000008,28.09000015,27.34000015,28.05999947,28.05999947,479300,0.5
,184.8999939,187.30000305,182.08999634,183.55999756,183.55999756,8205400,0.5
,219.72000122,229.91999817,219.1000061,226.3500061,226.3500061,5399300,0.5
,223.03999329,230.47999573,222.86999512,227.0099945,227.0099945,4334500,0.5
,353.7600098,354.48001099,347.16000366,350.6000061,350.6000061,5375500,0.5
,265.70001221,277.38000488,262.2399902,276.58999634,276.58999634,9526400,0.5
,257.39001465,262.1000061,256.92001343,259.75,259.75,6684100,0.5
,151.47999573,151.9833374,146.28334045,146.55667114,146.55667114,98327700,0.5
,250.05000305,255.3999939,248.47999573,253.91999817,253.91999817,88917200,0.5
,27.86000061,28.0,27.26000023,27.42000008,27.42000008,754500,0.5
,28.25,28.84000015,27.79999924,28.81999969,28.81999969,668000,0.5
,183.53999329,184.80000305,180.99000549,182.80000305,182.80000305,6705000,0.5
,233.38000488,234.77000427,226.55000305,227.47999573,227.47999573,10549400,0.5
,197.05000305,198.38999939,192.0,193.96000671,193.96000671,4554100,0.5
,350.91000366,356.22000122,350.07000732,355.75,355.75,3293300,0.5
,282.3999939,282.70001221,265.79998779,271.77999878,271.77999878,8655500,0.5
,262.5,264.77999878,260.17001343,261.97000122,261.97000122,4769300,0.5
,210.03999329,221.86000061,209.44999695,219.3500061,219.3500061,79428800,0.5
,250.1000061,257.17999268,247.08000183,254.8500061,254.8500061,93562900,0.5
,20.52000046,20.63999939,20.21999931,20.22999954,20.22999954,162800,0.5
,27.29999924,28.43000031,26.70999908,28.34000015,28.34000015,999700,0.5
,28.98999977,28.98999977,27.78000069,28.04000092,28.04000092,741000,0.5
,184.1499939,185.96000671,182.52000427,183.3999939,183.3999939,5930800,0.5
,195.99000549,199.47000122,193.2599945,199.1000061,199.1000061,5680500,0.5
,355.97000122,363.0,354.13000488,359.6499939,359.6499939,4939100,0.5
,269.29000854,271.0,263.0,263.91000366,263.91000366,5421200,0.5
,260.70001221,262.79998779,255.1000061,256.95001221,256.95001221,5749800,0.5
,283.92999268,291.75332642,283.82333374,290.03668213,290.03668213,72621600,0.5
,229.5,229.82000732,217.25,220.19000244,220.19000244,75891900,0.5
,252.69999695,254.63000488,242.08000183,242.67999268,242.67999268,125147800,0.5
,20.20000076,20.40999985,20.0,20.04999924,20.04999924,245200,0.5
,28.02000046,28.05999947,27.29999924,27.56999969,27.56999969,792900,0.5
,27.82999992,28.20000076,27.29999924,27.73999977,27.73999977,1027400,0.5
,226.5,231.1499939,224.94000244,228.1000061,228.1000061,2507900,0.5
